Data da Venda,Nome do Produto,Quantidade Vendida,Valor Unitário (R$),Valor Total (R$),Franquia,Nome do Vendedor,Localização da Franquia,Canal de Venda
2023-09-15,Chocolate Com Caramelo,3,9.76,29.28,ChocoFranq 8,João Gabriel Cavalcanti,MG,Franquia
2023-12-25,Chocolate Com Castanha,12,11.79,141.48,ChocoFranq 4,Maria Fernanda Costa,SP,Online
2023-01-02,Chocolate Com Morango,15,33.78,506.7,ChocoFranq 4,Calebe Freitas,SC,Franquia
2023-03-28,Chocolate Vegano,5,44.04,220.2,ChocoFranq 2,Ana Júlia Santos,MG,Franquia
2023-11-17,Chocolate Ao Leite,6,41.45,248.7,ChocoFranq 2,Leandro Oliveira,PR,Online
2023-12-07,Chocolate 70% Cacau,18,15.93,286.74,ChocoFranq 8,Calebe Freitas,BA,Online
2023-05-02,Chocolate Com Menta,8,47.77,382.16,ChocoFranq 3,Maria Fernanda Costa,PE,Franquia
2023-07-18,Chocolate Com Avelã,7,15.91,111.37,ChocoFranq 2,Rafaela Peixoto,DF,Online
2024-02-26,Chocolate Com Caramelo,16,17.07,273.12,ChocoFranq 1,Rafael Moura,CE,Franquia
2023-10-27,Chocolate Zero Açúcar,8,21.83,174.64,ChocoFranq 1,Calebe Freitas,PR,Franquia
2023-12-26,Chocolate Com Amêndoas,17,37.87,643.79,ChocoFranq 4,Guilherme Porto,SC,Online
2023-03-12,Chocolate Com Menta,5,9.67,48.35,ChocoFranq 7,Davi Lucas Costa,CE,Franquia
2023-09-15,Chocolate Recheado,19,10.78,204.82,ChocoFranq 7,Marcela Dias,SC,Online
2024-01-05,Chocolate Com Menta,12,11.04,132.48,ChocoFranq 4,Davi Lucas Costa,CE,Online
2023-02-14,Chocolate Com Morango,16,9.0,144.0,ChocoFranq 6,Rafaela Peixoto,SC,Franquia
2023-12-13,Chocolate Com Amêndoas,9,23.37,210.33,ChocoFranq 4,Olivia da Mota,SC,Online
2024-04-25,Chocolate Ao Leite,10,40.33,403.3,ChocoFranq 2,Henrique Araújo,RJ,Franquia
2023-04-24,Chocolate Com Castanha,13,45.98,597.74,ChocoFranq 8,Olivia da Mota,SC,Franquia
2024-04-28,Chocolate Ao Leite,6,7.59,45.54,ChocoFranq 5,Nicole Rodrigues,MG,Franquia
2024-03-27,Chocolate Ao Leite,1,11.45,11.45,ChocoFranq 9,Davi Lucca da Cunha,PE,Franquia
2024-02-21,Chocolate Com Amêndoas,1,34.43,34.43,ChocoFranq 10,Maria Fernanda Costa,BA,Online
2024-04-13,Chocolate Vegano,19,47.69,906.11,ChocoFranq 8,Nicolas Rezende,PE,Franquia
2023-10-25,Chocolate Com Menta,2,36.32,72.64,ChocoFranq 7,Lorenzo Silva,MG,Online
2023-10-04,Chocolate Com Castanha,18,41.85,753.3,ChocoFranq 7,Valentina Teixeira,BA,Online
2023-01-06,Chocolate Com Menta,4,11.0,44.0,ChocoFranq 8,Marcela Dias,RJ,Franquia
2023-10-22,Chocolate Com Avelã,9,23.59,212.31,ChocoFranq 6,Dr. Ryan Caldeira,DF,Online
2023-03-29,Chocolate Branco,7,36.77,257.39,ChocoFranq 5,Juliana Farias,DF,Online
2023-10-13,Chocolate Recheado,14,23.38,327.32,ChocoFranq 8,Juliana Pinto,DF,Franquia
2024-01-19,Chocolate Trufado,2,47.78,95.56,ChocoFranq 3,Valentina Teixeira,RJ,Franquia
2024-02-25,Chocolate Com Caramelo,11,41.3,454.3,ChocoFranq 7,Davi Lucca da Cunha,DF,Online
2024-04-28,Chocolate Diet,20,11.88,237.6,ChocoFranq 10,Lorenzo Silva,RS,Online
2023-07-12,Chocolate Com Avelã,20,36.62,732.4,ChocoFranq 5,Henrique Araújo,SP,Franquia
2023-05-07,Chocolate Com Avelã,10,44.76,447.6,ChocoFranq 1,Dr. Enzo Gabriel Fogaça,BA,Online
2024-01-16,Chocolate Vegano,11,20.2,222.2,ChocoFranq 4,Kamilly Sales,RJ,Franquia
2023-08-25,Chocolate 70% Cacau,13,23.0,299.0,ChocoFranq 3,Maria Fernanda Costa,SP,Online
2023-11-22,Chocolate Ao Leite,18,49.38,888.84,ChocoFranq 6,João Gabriel Cavalcanti,SP,Franquia
2023-05-02,Chocolate Com Caramelo,3,16.8,50.4,ChocoFranq 8,Ana Júlia Santos,PR,Franquia
2023-12-07,Chocolate Meio Amargo,8,28.48,227.84,ChocoFranq 7,Calebe Freitas,PR,Franquia
2023-01-01,Chocolate Ao Leite,16,5.7,91.2,ChocoFranq 9,Calebe Freitas,SP,Franquia
2023-06-16,Chocolate Com Amêndoas,3,6.57,19.71,ChocoFranq 3,Sr. Breno Silva,CE,Online
2024-02-15,Chocolate Zero Açúcar,9,9.02,81.18,ChocoFranq 2,Juliana Farias,SP,Online
2023-08-18,Chocolate Zero Açúcar,20,49.59,991.8,ChocoFranq 6,Lorenzo Silva,SC,Online
2023-09-15,Chocolate Diet,7,49.61,347.27,ChocoFranq 2,Nicolas Rezende,PR,Franquia
2023-05-18,Chocolate Com Caramelo,17,16.35,277.95,ChocoFranq 3,Leandro Moreira,PE,Franquia
2024-05-04,Chocolate Zero Açúcar,10,33.22,332.2,ChocoFranq 5,Henrique Araújo,PE,Online
2023-11-22,Chocolate Com Avelã,16,20.37,325.92,ChocoFranq 2,Henrique Araújo,CE,Franquia
2023-07-24,Chocolate Meio Amargo,15,10.35,155.25,ChocoFranq 8,Marcela Dias,DF,Franquia
2023-12-20,Chocolate Meio Amargo,2,30.87,61.74,ChocoFranq 4,Valentina Teixeira,RS,Franquia
2023-11-02,Chocolate Diet,7,26.03,182.21,ChocoFranq 10,Isaac Costa,DF,Franquia
2023-06-27,Chocolate Com Amêndoas,9,6.77,60.93,ChocoFranq 2,Nicole Rodrigues,BA,Online
2023-04-15,Chocolate Recheado,1,42.55,42.55,ChocoFranq 2,João Gabriel Cavalcanti,PR,Online
2023-06-17,Chocolate Com Castanha,4,25.44,101.76,ChocoFranq 10,João Gabriel Cavalcanti,PR,Franquia
2023-08-30,Chocolate Com Menta,18,9.24,166.32,ChocoFranq 2,Davi Lucas Costa,CE,Franquia
2023-10-22,Chocolate Com Menta,5,49.27,246.35,ChocoFranq 8,Luiz Gustavo Carvalho,CE,Franquia
2023-01-18,Chocolate Com Menta,12,45.57,546.84,ChocoFranq 3,Davi Lucca da Cunha,DF,Online
2023-07-31,Chocolate Ao Leite,8,44.96,359.68,ChocoFranq 8,Kamilly Sales,MG,Franquia
2024-05-07,Chocolate Meio Amargo,15,19.35,290.25,ChocoFranq 8,Alexandre Freitas,MG,Franquia
2024-03-23,Chocolate Branco,13,38.88,505.44,ChocoFranq 2,Fernando Silva,MG,Online
2023-08-06,Chocolate Com Amêndoas,6,46.2,277.2,ChocoFranq 6,Isadora Moura,MG,Online
2023-01-27,Chocolate Recheado,6,20.93,125.58,ChocoFranq 2,Fernando Silva,PR,Franquia
2023-07-02,Chocolate Com Castanha,18,24.57,442.26,ChocoFranq 10,Luiz Gustavo Carvalho,CE,Franquia
2023-10-02,Chocolate Ao Leite,15,33.33,499.95,ChocoFranq 10,Rafael Moura,MG,Online
2023-12-01,Chocolate Branco,11,36.74,404.14,ChocoFranq 7,Catarina Farias,RJ,Online
2023-05-03,Chocolate Com Avelã,12,23.93,287.16,ChocoFranq 4,Juliana Farias,SP,Online
2023-03-07,Chocolate Com Amêndoas,15,23.9,358.5,ChocoFranq 4,Henrique Araújo,PR,Franquia
2023-01-22,Chocolate Com Morango,15,15.38,230.7,ChocoFranq 8,Isaac Costa,SP,Online
2024-04-05,Chocolate Vegano,19,40.2,763.8,ChocoFranq 7,João Gabriel Cavalcanti,PE,Franquia
2023-01-13,Chocolate Trufado,16,15.56,248.96,ChocoFranq 8,Nicolas Rezende,BA,Franquia
2023-07-23,Chocolate Ao Leite,20,17.47,349.4,ChocoFranq 4,Nicolas Rezende,RJ,Online
2023-09-26,Chocolate Vegano,11,37.32,410.52,ChocoFranq 10,Rafael Moura,DF,Franquia
2023-04-28,Chocolate Diet,19,38.9,739.1,ChocoFranq 8,Fernando Silva,DF,Franquia
2023-08-31,Chocolate Vegano,6,15.75,94.5,ChocoFranq 10,Marcela Dias,BA,Online
2024-01-14,Chocolate Vegano,12,38.99,467.88,ChocoFranq 10,Henrique Araújo,BA,Online
2023-07-05,Chocolate Branco,16,20.22,323.52,ChocoFranq 10,Leandro Oliveira,PE,Online
2024-01-09,Chocolate Com Caramelo,15,39.05,585.75,ChocoFranq 9,Rafaela Peixoto,RJ,Franquia
2024-04-09,Chocolate 70% Cacau,9,10.4,93.6,ChocoFranq 4,Valentina Teixeira,PR,Online
2023-07-16,Chocolate Com Caramelo,15,5.89,88.35,ChocoFranq 1,João Gabriel Cavalcanti,BA,Online
2023-04-10,Chocolate Com Caramelo,1,7.43,7.43,ChocoFranq 6,Leandro Moreira,BA,Franquia
2023-12-13,Chocolate Branco,8,47.05,376.4,ChocoFranq 6,Nicole Rodrigues,RJ,Online
2023-12-25,Chocolate Com Amêndoas,2,28.9,57.8,ChocoFranq 1,Davi Lucca da Cunha,PE,Online
2023-03-01,Chocolate Recheado,8,17.94,143.52,ChocoFranq 9,Lorenzo Silva,SP,Franquia
2024-01-14,Chocolate Com Morango,20,18.25,365.0,ChocoFranq 2,Nicole Rodrigues,RJ,Online
2023-04-20,Chocolate Com Avelã,1,47.49,47.49,ChocoFranq 2,Leandro Moreira,CE,Franquia
2023-10-02,Chocolate Com Amêndoas,12,19.44,233.28,ChocoFranq 6,Henrique Araújo,MG,Franquia
2024-03-28,Chocolate 70% Cacau,9,31.61,284.49,ChocoFranq 1,Catarina Farias,SP,Online
2023-01-09,Chocolate Com Morango,17,16.63,282.71,ChocoFranq 8,Isaac Costa,PE,Franquia
2023-09-08,Chocolate Com Castanha,6,38.88,233.28,ChocoFranq 1,João Gabriel Cavalcanti,MG,Online
2023-02-16,Chocolate Ao Leite,20,26.05,521.0,ChocoFranq 1,Rafaela Peixoto,PR,Online
2023-03-07,Chocolate Ao Leite,10,20.78,207.8,ChocoFranq 9,Luiz Gustavo Carvalho,PE,Online
2024-03-17,Chocolate Com Avelã,17,28.37,482.29,ChocoFranq 8,Juliana Pinto,RJ,Franquia
2023-01-27,Chocolate Com Avelã,12,42.89,514.68,ChocoFranq 4,Guilherme Porto,SC,Franquia
2024-01-27,Chocolate Meio Amargo,11,45.88,504.68,ChocoFranq 10,Juliana Farias,RS,Franquia
2023-11-13,Chocolate Trufado,8,10.69,85.52,ChocoFranq 9,Lorenzo Silva,RJ,Franquia
2024-03-16,Chocolate Com Amêndoas,1,8.8,8.8,ChocoFranq 4,Marcela Dias,PE,Franquia
2023-10-11,Chocolate Com Menta,15,16.83,252.45,ChocoFranq 5,Olivia da Mota,BA,Franquia
2023-11-30,Chocolate Com Menta,12,14.43,173.16,ChocoFranq 5,Marcela Dias,MG,Franquia
2023-08-23,Chocolate Com Avelã,10,33.91,339.1,ChocoFranq 2,Rafaela Peixoto,RJ,Franquia
2023-02-26,Chocolate Com Morango,2,48.14,96.28,ChocoFranq 5,João Gabriel Cavalcanti,SP,Online
2023-09-15,Chocolate Zero Açúcar,11,5.33,58.63,ChocoFranq 3,Leandro Moreira,PE,Online
2024-03-08,Chocolate Recheado,15,41.33,619.95,ChocoFranq 3,Leandro Oliveira,RJ,Online
2023-02-25,Chocolate Diet,19,44.22,840.18,ChocoFranq 3,Dr. Ryan Caldeira,DF,Franquia
2024-04-21,Chocolate Vegano,5,5.99,29.95,ChocoFranq 9,Lorenzo Silva,BA,Online
2023-01-26,Chocolate Diet,14,36.45,510.3,ChocoFranq 8,Davi Lucca da Cunha,BA,Franquia
2023-03-20,Chocolate Recheado,5,13.67,68.35,ChocoFranq 3,Isaac Costa,PE,Online
2023-08-28,Chocolate Zero Açúcar,11,49.72,546.92,ChocoFranq 2,Rafael Moura,RJ,Online
2024-02-20,Chocolate Com Castanha,1,5.13,5.13,ChocoFranq 10,Catarina Farias,SC,Online
2024-01-14,Chocolate Meio Amargo,7,19.58,137.06,ChocoFranq 4,Dr. Ryan Caldeira,BA,Franquia
2023-04-16,Chocolate Com Caramelo,19,14.94,283.86,ChocoFranq 5,Calebe Freitas,RS,Franquia
2023-03-29,Chocolate Com Avelã,16,30.02,480.32,ChocoFranq 4,Lorenzo Silva,MG,Online
2024-02-16,Chocolate Com Morango,16,38.18,610.88,ChocoFranq 1,Nicolas Rezende,SC,Online
2024-01-24,Chocolate Trufado,16,27.94,447.04,ChocoFranq 6,João Gabriel Cavalcanti,RJ,Franquia
2023-03-14,Chocolate Com Amêndoas,18,5.21,93.78,ChocoFranq 5,Olivia da Mota,SC,Franquia
2023-04-28,Chocolate Com Morango,5,33.66,168.3,ChocoFranq 10,Juliana Pinto,PE,Online
2023-08-27,Chocolate Meio Amargo,7,39.72,278.04,ChocoFranq 9,Fernando Silva,BA,Online
2023-11-28,Chocolate Meio Amargo,17,41.43,704.31,ChocoFranq 8,Valentina Teixeira,RS,Online
2023-04-12,Chocolate Com Menta,11,24.96,274.56,ChocoFranq 1,Dr. Enzo Gabriel Fogaça,SC,Online
2023-08-19,Chocolate Trufado,1,14.21,14.21,ChocoFranq 4,Kamilly Sales,PR,Franquia
2024-05-08,Chocolate Com Avelã,9,43.65,392.85,ChocoFranq 7,Nicolas Rezende,BA,Online
2023-10-01,Chocolate Zero Açúcar,16,21.69,347.04,ChocoFranq 4,Isadora Moura,RS,Online
2023-08-24,Chocolate Branco,13,21.9,284.7,ChocoFranq 8,Henrique Araújo,PE,Franquia
2023-05-19,Chocolate Com Morango,13,45.53,591.89,ChocoFranq 3,Ana Júlia Santos,BA,Franquia
2024-01-27,Chocolate Com Morango,2,47.03,94.06,ChocoFranq 3,Alexandre Freitas,PR,Online
2024-01-21,Chocolate Diet,12,26.32,315.84,ChocoFranq 1,Henrique Araújo,RJ,Online
2024-05-13,Chocolate Com Castanha,16,31.47,503.52,ChocoFranq 7,Juliana Farias,PR,Franquia
2023-01-25,Chocolate Trufado,14,34.04,476.56,ChocoFranq 8,Nicole Rodrigues,PE,Franquia
2023-03-01,Chocolate 70% Cacau,4,33.13,132.52,ChocoFranq 1,Juliana Farias,MG,Franquia
2023-09-26,Chocolate Ao Leite,5,36.06,180.3,ChocoFranq 10,Nicolas Rezende,RS,Online
2024-01-14,Chocolate Meio Amargo,18,13.11,235.98,ChocoFranq 6,Davi Lucas Costa,DF,Franquia
2023-12-01,Chocolate Trufado,12,27.74,332.88,ChocoFranq 6,Leandro Moreira,PR,Online
2023-02-08,Chocolate Com Caramelo,20,35.46,709.2,ChocoFranq 1,Calebe Freitas,PR,Online
2023-06-09,Chocolate Recheado,10,37.98,379.8,ChocoFranq 3,Juliana Farias,CE,Online
2024-02-07,Chocolate Diet,15,23.78,356.7,ChocoFranq 6,Ana Júlia Santos,PR,Franquia
2023-04-21,Chocolate Com Morango,1,44.9,44.9,ChocoFranq 7,Lorenzo Silva,DF,Franquia
2023-04-24,Chocolate Zero Açúcar,16,42.39,678.24,ChocoFranq 7,Catarina Farias,BA,Franquia
2024-04-25,Chocolate Ao Leite,10,8.06,80.6,ChocoFranq 1,Davi Lucas Costa,RJ,Franquia
2023-02-11,Chocolate Com Menta,4,26.01,104.04,ChocoFranq 3,Marcela Dias,CE,Online
2024-05-05,Chocolate Vegano,8,42.64,341.12,ChocoFranq 10,Maria Fernanda Costa,DF,Franquia
2023-04-10,Chocolate Diet,16,20.08,321.28,ChocoFranq 2,Leandro Moreira,PE,Franquia
2023-10-09,Chocolate Meio Amargo,15,14.32,214.8,ChocoFranq 9,Guilherme Porto,RS,Franquia
2023-09-26,Chocolate Meio Amargo,1,22.76,22.76,ChocoFranq 8,Kamilly Sales,BA,Franquia
2023-10-22,Chocolate Com Menta,10,10.13,101.3,ChocoFranq 7,Luiz Gustavo Carvalho,DF,Online
2023-05-06,Chocolate 70% Cacau,9,39.69,357.21,ChocoFranq 7,Kamilly Sales,MG,Online
2023-09-10,Chocolate 70% Cacau,2,47.89,95.78,ChocoFranq 5,Calebe Freitas,MG,Franquia
2023-04-10,Chocolate Com Menta,6,10.05,60.3,ChocoFranq 10,João Gabriel Cavalcanti,RJ,Online
2024-04-15,Chocolate Com Morango,18,36.57,658.26,ChocoFranq 10,Olivia da Mota,RJ,Franquia
2024-01-18,Chocolate Com Menta,6,49.07,294.42,ChocoFranq 10,Luiz Gustavo Carvalho,PE,Franquia
2023-08-25,Chocolate Recheado,16,46.2,739.2,ChocoFranq 7,Juliana Pinto,RS,Online
2023-10-20,Chocolate Diet,18,31.05,558.9,ChocoFranq 2,Leandro Oliveira,SP,Franquia
2023-07-08,Chocolate Vegano,4,9.98,39.92,ChocoFranq 9,Catarina Farias,DF,Online
2023-08-24,Chocolate 70% Cacau,5,24.59,122.95,ChocoFranq 6,Dr. Ryan Caldeira,CE,Franquia
2023-03-08,Chocolate Zero Açúcar,14,39.05,546.7,ChocoFranq 4,Valentina Teixeira,PE,Online
2023-07-16,Chocolate Diet,12,20.72,248.64,ChocoFranq 8,Rafael Moura,BA,Franquia
2024-01-21,Chocolate Meio Amargo,6,31.99,191.94,ChocoFranq 7,Catarina Farias,PR,Online
2023-11-17,Chocolate Branco,6,46.07,276.42,ChocoFranq 6,Valentina Teixeira,BA,Franquia
2023-06-10,Chocolate Zero Açúcar,13,38.97,506.61,ChocoFranq 5,Rafaela Peixoto,RJ,Online
2023-10-11,Chocolate Com Menta,20,9.15,183.0,ChocoFranq 5,Nicole Rodrigues,PE,Franquia
2023-09-21,Chocolate Diet,2,18.5,37.0,ChocoFranq 5,Ana Júlia Santos,RS,Online
2023-02-21,Chocolate Branco,15,18.39,275.85,ChocoFranq 2,Nicole Rodrigues,PR,Franquia
2023-12-30,Chocolate Com Avelã,2,38.35,76.7,ChocoFranq 3,Ana Júlia Santos,BA,Franquia
2023-04-27,Chocolate Com Caramelo,17,22.76,386.92,ChocoFranq 5,Olivia da Mota,BA,Online
2023-11-13,Chocolate Com Caramelo,18,19.75,355.5,ChocoFranq 1,Isadora Moura,DF,Franquia
2023-01-17,Chocolate 70% Cacau,1,8.57,8.57,ChocoFranq 5,Davi Lucca da Cunha,SP,Online
2023-02-23,Chocolate Zero Açúcar,19,5.37,102.03,ChocoFranq 4,Davi Lucca da Cunha,RS,Franquia
2023-12-19,Chocolate Com Menta,17,5.36,91.12,ChocoFranq 4,Marcela Dias,MG,Online
2023-04-04,Chocolate Com Amêndoas,7,21.86,153.02,ChocoFranq 2,Catarina Farias,BA,Franquia
2023-08-25,Chocolate Com Caramelo,10,6.28,62.8,ChocoFranq 7,Nicolas Rezende,PE,Franquia
2023-12-11,Chocolate Meio Amargo,18,33.82,608.76,ChocoFranq 10,João Gabriel Cavalcanti,PE,Online
2024-03-09,Chocolate Branco,14,22.39,313.46,ChocoFranq 9,Luiz Gustavo Carvalho,RJ,Online
2023-10-14,Chocolate Branco,7,46.03,322.21,ChocoFranq 6,Maria Fernanda Costa,BA,Franquia
2023-07-30,Chocolate Branco,1,27.08,27.08,ChocoFranq 8,Henrique Araújo,SP,Franquia
2023-11-30,Chocolate Com Caramelo,15,39.89,598.35,ChocoFranq 10,Valentina Teixeira,PR,Franquia
2023-09-13,Chocolate Com Amêndoas,19,7.55,143.45,ChocoFranq 5,Luiz Gustavo Carvalho,DF,Online
2023-04-22,Chocolate Com Morango,10,32.29,322.9,ChocoFranq 8,Valentina Teixeira,DF,Online
2023-02-18,Chocolate Diet,2,43.45,86.9,ChocoFranq 3,Juliana Pinto,MG,Franquia
2023-10-24,Chocolate Diet,18,32.76,589.68,ChocoFranq 2,Dr. Ryan Caldeira,SP,Franquia
2023-04-21,Chocolate Com Morango,6,27.9,167.4,ChocoFranq 8,Ana Júlia Santos,SC,Online
2024-02-17,Chocolate Com Menta,5,32.58,162.9,ChocoFranq 2,Fernando Silva,PR,Online
2023-02-01,Chocolate 70% Cacau,20,35.8,716.0,ChocoFranq 5,Marcela Dias,PR,Online
2023-02-16,Chocolate Com Caramelo,17,48.68,827.56,ChocoFranq 1,Isadora Moura,BA,Online
2023-02-26,Chocolate Meio Amargo,13,36.96,480.48,ChocoFranq 6,Ana Júlia Santos,RJ,Franquia
2024-01-19,Chocolate Diet,8,37.94,303.52,ChocoFranq 7,Juliana Pinto,BA,Online
2023-09-21,Chocolate Com Morango,4,45.64,182.56,ChocoFranq 4,Davi Lucas Costa,SP,Online
2023-09-21,Chocolate Vegano,6,13.86,83.16,ChocoFranq 7,João Gabriel Cavalcanti,PE,Franquia
2024-03-17,Chocolate Trufado,5,18.3,91.5,ChocoFranq 4,Valentina Teixeira,PE,Franquia
2023-05-17,Chocolate Meio Amargo,19,21.1,400.9,ChocoFranq 7,Isaac Costa,SC,Online
2023-01-09,Chocolate Com Morango,14,21.23,297.22,ChocoFranq 9,Luiz Gustavo Carvalho,PE,Franquia
2023-09-17,Chocolate Com Amêndoas,2,36.11,72.22,ChocoFranq 8,Juliana Pinto,PE,Franquia
2023-10-01,Chocolate Diet,15,49.44,741.6,ChocoFranq 1,Kamilly Sales,CE,Online
2023-05-31,Chocolate Com Menta,7,26.08,182.56,ChocoFranq 8,Calebe Freitas,PR,Online
2023-06-07,Chocolate Ao Leite,11,9.48,104.28,ChocoFranq 9,Kamilly Sales,BA,Online
2024-01-27,Chocolate Com Avelã,3,40.49,121.47,ChocoFranq 6,Nicole Rodrigues,RJ,Franquia
2023-09-23,Chocolate Trufado,13,16.53,214.89,ChocoFranq 6,Rafael Moura,SP,Franquia
2024-02-18,Chocolate Meio Amargo,2,9.77,19.54,ChocoFranq 8,Leandro Moreira,SP,Franquia
2023-08-04,Chocolate Branco,7,34.98,244.86,ChocoFranq 1,Juliana Farias,CE,Online
2024-03-28,Chocolate Recheado,17,35.1,596.7,ChocoFranq 5,Fernando Silva,SP,Franquia
2023-11-27,Chocolate Zero Açúcar,3,23.36,70.08,ChocoFranq 9,Isadora Moura,SP,Online
2023-10-09,Chocolate Vegano,2,16.47,32.94,ChocoFranq 2,Valentina Teixeira,PR,Online
2023-10-06,Chocolate Trufado,10,28.76,287.6,ChocoFranq 1,Leandro Oliveira,RS,Franquia
2024-02-03,Chocolate Vegano,15,11.3,169.5,ChocoFranq 3,Leandro Oliveira,RS,Online
2024-03-12,Chocolate Com Morango,1,32.67,32.67,ChocoFranq 6,Luiz Gustavo Carvalho,CE,Online
2023-03-25,Chocolate Meio Amargo,12,42.26,507.12,ChocoFranq 2,Davi Lucca da Cunha,PE,Online
2023-03-10,Chocolate Ao Leite,19,24.19,459.61,ChocoFranq 10,Sr. Breno Silva,MG,Franquia
2024-04-03,Chocolate Com Avelã,2,48.88,97.76,ChocoFranq 8,Valentina Teixeira,RS,Franquia
2023-12-04,Chocolate Ao Leite,14,22.66,317.24,ChocoFranq 3,Olivia da Mota,PR,Franquia
2023-05-19,Chocolate Com Castanha,13,48.76,633.88,ChocoFranq 3,Isadora Moura,RJ,Franquia
2024-01-19,Chocolate Com Avelã,14,38.08,533.12,ChocoFranq 2,Dr. Enzo Gabriel Fogaça,PE,Franquia
2024-01-09,Chocolate Com Avelã,12,37.54,450.48,ChocoFranq 6,Davi Lucas Costa,PE,Online
2024-05-02,Chocolate Recheado,7,41.36,289.52,ChocoFranq 8,Lorenzo Silva,PE,Franquia
2023-11-11,Chocolate Branco,17,34.37,584.29,ChocoFranq 4,Nicole Rodrigues,PE,Online
2024-04-28,Chocolate Zero Açúcar,3,44.48,133.44,ChocoFranq 3,Rafaela Peixoto,DF,Franquia
2024-01-18,Chocolate 70% Cacau,18,12.64,227.52,ChocoFranq 3,Olivia da Mota,PE,Online
2024-03-01,Chocolate Branco,8,23.31,186.48,ChocoFranq 3,Leandro Moreira,MG,Online
2023-07-01,Chocolate Diet,15,12.93,193.95,ChocoFranq 6,Davi Lucas Costa,CE,Franquia
2024-04-05,Chocolate Com Morango,5,7.02,35.1,ChocoFranq 9,Alexandre Freitas,SC,Online
2024-01-02,Chocolate Com Avelã,16,9.41,150.56,ChocoFranq 8,Nicolas Rezende,PE,Online
2024-02-24,Chocolate Zero Açúcar,14,16.46,230.44,ChocoFranq 4,Maria Fernanda Costa,RS,Online
2024-02-03,Chocolate Zero Açúcar,20,28.84,576.8,ChocoFranq 3,Leandro Moreira,BA,Franquia
2023-02-09,Chocolate Diet,20,20.51,410.2,ChocoFranq 6,Leandro Moreira,SC,Franquia
2023-01-17,Chocolate Meio Amargo,15,13.85,207.75,ChocoFranq 1,Isadora Moura,PE,Franquia
2023-02-09,Chocolate Com Morango,19,25.44,483.36,ChocoFranq 7,Davi Lucca da Cunha,SP,Online
2023-02-16,Chocolate Trufado,14,24.96,349.44,ChocoFranq 3,Catarina Farias,PR,Online
2024-02-23,Chocolate Com Morango,11,16.18,177.98,ChocoFranq 1,Davi Lucas Costa,CE,Online
2024-01-02,Chocolate Com Amêndoas,15,19.67,295.05,ChocoFranq 3,João Gabriel Cavalcanti,RJ,Online
2023-09-05,Chocolate Diet,5,38.39,191.95,ChocoFranq 6,Nicole Rodrigues,BA,Online
2024-01-05,Chocolate Com Caramelo,13,13.14,170.82,ChocoFranq 7,Davi Lucca da Cunha,PE,Franquia
2024-04-06,Chocolate Ao Leite,9,35.79,322.11,ChocoFranq 10,Leandro Oliveira,RS,Franquia
2023-07-24,Chocolate Com Castanha,12,32.66,391.92,ChocoFranq 5,Lorenzo Silva,BA,Franquia
2024-02-28,Chocolate Diet,18,12.89,232.02,ChocoFranq 6,Maria Fernanda Costa,DF,Franquia
2023-06-01,Chocolate Branco,20,16.76,335.2,ChocoFranq 9,Alexandre Freitas,PE,Franquia
2023-05-25,Chocolate Com Avelã,14,28.01,392.14,ChocoFranq 10,Juliana Pinto,DF,Franquia
2023-06-07,Chocolate Com Amêndoas,11,44.76,492.36,ChocoFranq 3,Dr. Enzo Gabriel Fogaça,SP,Franquia
2023-09-29,Chocolate Zero Açúcar,12,14.58,174.96,ChocoFranq 9,Kamilly Sales,BA,Franquia
2024-03-11,Chocolate Com Menta,7,15.87,111.09,ChocoFranq 1,Fernando Silva,MG,Franquia
2023-02-24,Chocolate Meio Amargo,10,23.65,236.5,ChocoFranq 6,Juliana Pinto,RJ,Online
2023-05-18,Chocolate Recheado,5,36.11,180.55,ChocoFranq 10,Dr. Enzo Gabriel Fogaça,BA,Franquia
2023-01-14,Chocolate Com Amêndoas,3,11.23,33.69,ChocoFranq 3,Juliana Pinto,SC,Online
2024-05-08,Chocolate Meio Amargo,1,14.11,14.11,ChocoFranq 6,Guilherme Porto,BA,Franquia
2023-03-27,Chocolate 70% Cacau,14,22.27,311.78,ChocoFranq 10,Dr. Enzo Gabriel Fogaça,MG,Online
2023-05-21,Chocolate Zero Açúcar,14,42.8,599.2,ChocoFranq 10,Henrique Araújo,SP,Online
2023-10-27,Chocolate Vegano,17,14.66,249.22,ChocoFranq 7,Isadora Moura,SP,Franquia
2023-03-13,Chocolate 70% Cacau,12,23.34,280.08,ChocoFranq 5,Dr. Ryan Caldeira,BA,Franquia
2024-02-07,Chocolate Com Morango,2,22.12,44.24,ChocoFranq 9,Isadora Moura,SC,Online
2023-08-25,Chocolate Diet,14,24.93,349.02,ChocoFranq 6,Catarina Farias,PR,Online
2023-03-20,Chocolate Com Caramelo,18,41.67,750.06,ChocoFranq 1,Henrique Araújo,RS,Online
2023-03-12,Chocolate 70% Cacau,4,10.32,41.28,ChocoFranq 5,Leandro Oliveira,RJ,Online
2023-08-01,Chocolate Vegano,3,49.45,148.35,ChocoFranq 3,Henrique Araújo,DF,Franquia
2023-05-19,Chocolate Diet,11,33.43,367.73,ChocoFranq 5,Rafael Moura,RJ,Online
2024-02-13,Chocolate Trufado,15,16.77,251.55,ChocoFranq 9,Maria Fernanda Costa,BA,Franquia
